content,score
"kok di gw blm ad fitur komen stiker padahal udh tiktok gw udh gw update,tolong dong diperbaiki🙏🙏",2
banyak monyet,3
aplikasi menyebalkan keluar sendiri terus muat ulang terus muter-muter padahal sinyal bagus. meyebalkan,1
lumaya👍👍,4
ʙᴏʀᴏs ᴋᴏᴛᴀᴀᴀ,5
"tiktok ga makin ga jelas system PL nya, Saya ga ngapa ngapain aja Kena PL, banyak live Streaming lain ngerokok ga kena PL, Saya sampe di Blokir akun gara gara ngerokok",1
bagus,5
bagus seru banget untuk orang bosenan in seru banget,5
tiktok ini agak lain soalnya aku harus umur 14 tahun,4
"Sorry, but I don't like it when my storage isn't full, TikTok always lags, even though I have a lot of storage",4
soalnya tidak bisa di install,1
tolong banyak iklan judi woi,2
apk lemot,1
"Jelekkkkkk, ada kuota ataupun wifi tetep ngelag, abis tiktokan di simpen di draf ga pernah adaa",3
aku suka,5
seru aja vud nya,5
kerena tidak bisa vn,3
"bagus bgt, sukaa 🤭",5
menghibur,5
ngeleg,1
seruu bangett,5
"bagus bngettt, aku streak sama temen aku udah 100 lebihh, seru deh pokoknyaaaa, tapi tolong adain vitur voice note yaaa",5
"bagus kok, tapi agak agak, nge bug dikit",5
"baguss bngtt,tpi jrng fypp😮‍💨😮‍💨😭😭",5
👍,5
tiktok knp data terbaru dari aplikasi ini tidak bisa buat perangkat saya???,1
saya sangat pakai aplikasi tik tok.......,5
"bagus banget aplikasi nya, sangat berguna dan memiliki banyak hal positif di dalam nya, karena bagus saya rating bintang 5 😍👏",1
tiktok tolong di perbaiki sistem mu masa gua komen gua juga 😹 kena ban jir ga jelas banget giliran ada komen judol gak di ban 🥀,1
aplikasi bodoh tidak ngapa ngapain dm akun keblokir,1
"kenapa aplikasi tiktok saya susah sekali untuk di buka ya, sudah berulangkali saya coba update tp setelah update malah gak bisa dibuka. kira kira penyebabnya apa ya😢😢🙏",1
bagus dan enak banget buat mosting fidio,5
"videonya sebenernya hd, pas diupload jadi burik saat dilihat orang lain susah fyp",3
"aplikasinya banyak bug, suka keluar sendiri, sering muncul tulisan tidak ada koneksi internet padahal buat buka instagram sama twitter lancar² aja. tolong dong diperbaiki.",2
bagusssss kaya berbii,5
jangan lupa follow akun tiktok aku namanya. fans madridista,5
"sinyal lancar tapi gabisa buat buka tiktok?, ini gimana? masalah ini terus deh perasaan. tolong segera diperbaiki!",2
tiktok plis tlong kasih jawaban knpa pas saya masuk ke aplikasi ini saya hanya stuck di logo..sayang Skali akun dan draft saya jika di hapus,5
kadang suka gabisa dm,3
karna tidak bisa nge dm orang,4
Kenapah yah susah di donload,2
ini kenapa ya kok tik tok saya tidak bisa bls dm orng lain,5
suka banget,5
banyak vidio dan foto yang membuat saya selalu tertawa,5
ok,5
baguss,5
apknya sering lemot,4
mohon dibantu yaa.. tiktok saya sudah dewasa usia 32 tahun.. tapi dapat pembatasan usia...mohon kebijakan nya terima kasih,2
bagus banget,5
enak aj,5
"saya cuma posting video biasa,tapi selalu kena pelanggaran padahal saya ga ngapa ngapain sama sekali,tapi selalu saat posting video kehapus dari tiktok,tolong diperbaiki jangan sampai ada yang begini lagi",2
"dikit dikit kenak pelanggaran, nyapa penonton kenak pelanggaran, mang tiktok tambah aneh",1
sangat bagus,5
lemot,1
Bagus banget aku bisa nonton idola aku di sini kalian yang belum punya tiktok harus banget download ini!!!,5
mini dramanya kebanyakan isi awalannya sex Mulu anj benci,3
Begitu menyenangkan dan menarik. 👍,5
tik tok terbaik buat nonton,5
"Fitur nya makin bagus,seru aja gitu jadi kalo bosen bisa nonton 👍🏻👍🏻 next nya tambahin fitur unik yang lucu-lucuu lagi dong 😻🥰🙏🏻👍🏻",4
sya belum bisa kasi bintang 5 karna harga ongkir sangat besar tidak sesuai dengan barang yang kita belik,1
"lemot bgt padahal kuota belum habis terus penyimpanan masih banyak kenapa gitu sih, tolong lah tiktok",2
jujur semenjak update ini suka double suara sama misalkan keluar bentar kaga ada di beranda,1
Luar Biasa,5
sangat tidak bagus dan banyak bug,5
bagus,5
kok saya tik tok shop nya gak ada ya ???,3
saya kasi bintang 4 deh karna lowding nya lemot bgt,4
bagus,5
kurang bintang karna banyak orang toksik,4
baik,5
👍👍👍,5
update Mulu perasaan,5
"kok saya mau beli sesuatu kok pembayaran gak bisa COD sohh,jadi saya susah kayak mana belinya karena saya gak tau cara selain COD",1
"memang bagus, tapi kenapa ya padahal jaringan bagus bagus aja kok.. buka apk lain bisa dan lancar, pas di tiktok ada aja masalahnya spt kalau mau lihat posting ulang kita itu gak bisa katanya jaringan tidak ada coba lagi, padahal bagus bagus aja ah",3
"aku tetep kasii bintang 5,but jangan kalo orang komen yang gaada hal negatif nya kena pl pliss.",5
bagus banget,5
mbagus,5
suka keluar mendadak klau upload vidio panjang,3
"tolong, hapus akun paylater tiktok tapi takut ada denda untuk harus bayar ditagihan dengan tidak nyaman banget.. bisa ga hapus akun paylater tiktok? mohon dibantuin yaa, terima kasih 🙏",3
Tik tok ini bagus untuk gabut,5
bagus,5
kenapa di tiktok saya tidak Ada fitur tiktok shop minn aduuuh,1
tidak bisa mendownload tiktok padahal memorinya ga penuh,1
makan memori terus bikin hp ku ngelag sialan tik tok,1
Aplikasi nya lemot tapi biar lemot masih aman lh,5
Rekaman rusak,1
tiktok ni kenapa dh cuman bilang kelas 8 aja di DM malah kena pl akun gua GK asik nih tiktok,1
siippp,5
"aku mau dowload tapi tulisan di bawah pengunduhan itu loh gini ""kemungkinan tidak akan berfungsi di perangkat anda"" yaudah aku pake tiktok lite tapi malah viewers ku turun dan aku gak bisa lagi gunain tiktok yang inj",1
tidak enak burik karena itu tidak ada komentar,1
aplikasinya sangat membantu,4
mantap,5
seruu,5
suka,5
kalo download tiktok aplikasi lain auto lag. paling lancar hanya aplikasi tiktok,4
mb nya ke gedean,1
bagus,3
bagus,5
"hai tiktok, plis aplikasi ini tolong di benerin lagi ya soalnya pas akun aku yang udah fyp keblokir dan pas aku pencet banding malah gak bisa, aku mau buat akun baru juga gak bisa mulu, padahal hp ku baik-baik aja dan gak banyak memori, tpi knp malah gitu yh aku jadi kesel bgt, aku nunggu loading nya berjam-jam tetep gk bisa, plis perbaiki biar aku kasih bintang⭐⭐⭐⭐⭐.",2
saya tidak bisa up foto 😭🙏🏻,5
tolong video 18+ nya hapus,1
Tik tok baru 2026,5
"inii kenapa aplikasi nya tiba tiba tidak bisa di buka,kalo pun di buka kembali lagi, padahal memory nya ngga penuh,udah di update juga ngga bisa ke instal² , aplikasi gajelas, melalui aplikasi gimana orang aplikasinya aja tidak bisa di buka",1
"bagus, tetapi kenapa saya blum dapet buat ganti bubble chat ya? kalo secara bergantian, ini termasuk lama loh? kaka ku sama temenku udh dapet.",4
bagus banget ini,5
lumayan seru,3
tiktok 👍👍👍👍👍👍,5
Aplikasinya GK bagus GK bisa ngirim pesan ke orng,1
"dah lelah aq, 4 akun diblokir semua, entah 3 akun diblokir karna apa??, padahal saya dah laporkan masalah di web laporkan masalah tiktok, lalu ini saya buat baru akun dari Facebook, diblokir, padahal saya ga komen ga post ga ngapa ngapain cuma scroll masih diblok,,astaga error nya sudah angkat tangan saya,,, dah muak,,, dah lah semoga cepet normal aja,,soalnya kalo gini trus saya yakin kedepannya akan menurun penggunanya seiring masalah yang terus bermunculan",1
"aku kasi bintang 4 karena setiap aku cari di pencarian misalnya yang keluar vidio pertama itu oke masih berkaitan dengan apa yang kita cari, pas kita geser² lagi kebawah vidio yang ditampilin malah keluar dari apa yang kita cari gitu loh, malah keluar vidio yang diluar dari konteks pencarian",4
update terbaru klik keranjang kuning masa langsung pembayaran gak bisa lihat produk terlebih dahulu nyiksa mau beli jadi ragu gak bisa lihat produknya dulu,1
😊👍bagus,5
tiktok is the best,5
kasih bintang 2 karna aku ke blok mulu,2
akun saya dibatasi chat nya tapi sudah lewat tanggal nya.,1
aplikasi bagus dan sangat sempurna,1
tolong dong ini kenapa ga bisa di download,1
bgus,5
keren,5
bangus bngetttttttrtr,5
seru aja sih menurutku,5
bagus bgt aplikasi nya,5
Akusenang 😄😊,5
"maksudnya apa ya? malah di update malah gajelas. paketan 4G+ tapi kenapa ngelag? tapi buat search engga, buat buka komen pun muter. Tolong diperbaiki ya masalahnya! jangan cuman cari cuan tapi masalah gak ditanganin! paketan saya udah full juga gak bisa buat scroll.",1
game nya asik untuk bahan gabut,5
Karena ketika saya membuat trend knp saya punya kok gak ad aplikasi yg tertulis sulap? Yang buat slowmo itu,5
saya suka karena sy bisa ikut velociti,5
knp saya setiap buka kamera malah disuruh tutup aplikasi,2
"tt shop makin lama makin lelet, pesen barang 4 kali ga dikirim kirim ahirnya dibatalkan, buang buang waktu, apalagi lagi butuh banget barangnya, ngasih 1 bintang aja ga rela gua",1
sukaa,5
burikkk,1
"dari tdi setiap mau mke selalu ada layar hitam yg nge ganggu bgt dan gw harus nge fresh terus tuh apps nya, belum lgi pas mau ngedit kok masih suka ada black screen nya dan kadang² juga nih aplikasi suka maksa gw kembali ke homepage nya, maaf tpi gw kasih bintang 1, benerin dlu ini baru ku kasih bintang 5",1
"sengaja saya kasih bintang 5 tapi aku mau bilang aku benci fitur-fitur ribetnya, aku sudah kena peringatan dan tidak bisa mengirim pesan lagi ke teman saya, padahal saya tidak berbicara yang tidak pantas, saya hanya berbicara dengan bahasa daerah saya. RIBETTT BANGETTT JADII APLIKASII",5
Setelah update vitur animasi ketika like dan ingin posting ulang lwat like jadi hilang very bad.👎,1
hadeh makin aneh ni apk stuk logo trs dh install uninstall reboot sistem pun sama mentok logo pdhl sebelumnya lancar² aja😑,1
"bisa belajar,seperti astroit",5
sangat menarik,5
enakkk bngtt scrolllll terussss,5
aku tidak suka karena aplikasi ini terkadang sering ngefraam,5
"entah mengapa, dari pihak Paylater tiktok ini nerror saya, katanya saya punya hutang 87,312 rb. atas ananda h****, kakak saya. saya konfirmasi ke kakak saya katanya juga ga make nomor saya dan terus di terror, udah saya konfirmasi ke pihak paylater disuruh bikin laporan eh malah tetap di terror. sudah saya cek ga ada jga hutang2 di akun saya",4
Tidak bisa di Download perbaiki dong gimana sih,1
saya kasih bintang dua untuk aplikasi tiktok,2
masih banyak bocil hama,1
"apk gk layak buat anak di bawah umur,kalo alasan kalian belajar, atau apa mending di youtube aja",1
"apk nya kebanyakan bug, padahal signalnya lancar",1
BAGUS 🗿👍,5
saya baru membuka tiktok tba tba langsung kna pelanggaran padahal ga ngapangapain,1
baguss bgtt ih lopyouu baguss bangatt pokonyaa mahhh🤍,5
mantap bos ku,5
mohon agar aplikasinya gak lemot,1
"tiktok shop nya lebih baik di hapus aja, saya tiap pesan barang ga ke kirim Mulu sampai di kembalikan lagi ke penjual dari pihak kurir",1
bagus,5
tidak bosan melihat postingan nya,5
fitur koin yang di tunggu tunggu,5
"masih banyak bug , tampilan layar tiktok saya blur seperti pixel"" kecil mengganggu saya menikmati aplikasi",5
"benerin bug yang kalo lg nyari di kolom pencarian suara latar blkngnya jadi double, trs apk udh di keluarin juga masih aja ttp ada suaranya",1
"banyak komentar atau vt yang tidak senonoh,dan banyak juga hal² dinormalkan. anak bawah umur sudah bermain tiktok, seperti umur 10th kebawah",2
suka ngeleg dan penyimpanan nya banyak padahal udah di riset tapi tetep aja penuh,1
setrimer nya gw semoga sukses,5
tiktok sangat bagus tapi tidak cocok untuk anak kecil tapi saya ingin tiktok ada fitur komen stiker,5
baik,5
apk keren banget,5
wel wel Wel lama lama gua liat vt nya jadi gila,2
saya suka aplikasi ini,5
sangat bagus.,5
ga bisa di download,1
apk perusak nalar,1
anjay keren😮‍💨😮‍💨,5
buruk banget apk nyaa ngelegg padahal sinyal nya baguss,1
Lemot,1
banyak anomali di dlm nya🙂‍↕️,5
berguna,5
bagus sekali,5
"saya tidak bisa buat akun baru karna akun lama saya kena blokir , waktu mau ganti akun pasti gangguan dari tiktoknya , itu yang buat saya tidak senang",1
satunya karena tempat koin nya eror,4
anjay,5
terlalu sensitif terhadap kata²,4
bagus,5
seru banget,5
kmn kok ditiktok ku nggak di tempat chat DM plis gimana,5
kenapa tik tok ini gak bsa buat belanja online,1
boros penyimpanan dan suka muncul sendiri ga jelas,1
nice,5
akun ku knp ke blokir muluuuuuuu,1
aplikasi nya ok tpi untuk foto kenapa lama loading nya padahal wifi saya lancar,3
𝚝𝚙 𝚜𝚊𝚢𝚊𝚗𝚐 𝚗𝚢𝚊 𝚊𝚔𝚞 𝚜𝚎𝚛𝚒𝚗𝚐 𝚍𝚒 𝚔𝚎𝚕𝚞𝚊𝚛𝚒𝚗 𝚘𝚛𝚊𝚗𝚐,4
"aku suka sekali, dan semoga bermanfaat bagi orang lain",5
karena seru bisa chat tan sama temen atau Bestie,5
"semenjak diperbaharui malah error, orang live layar hitam mulu kadang ga ada suara, terus yang udh di scroll diawal balik lagi dan gitu terus",3
ok,1
bagusssss bgttttt,5
sangat seru,5
"langsung aja gausah lama, tolong komen sticker di hapus saja, sudah mulai tidak sehat, banyak sticker berbau 21+",4
aplikasi ini tidak bisa di buka,1
gak seperti dulu sekarang terkadang lemmot banget padahal jaringan normal,1
bagusss banget aplikasi nya,5
baguss dan baik sangat menghibur dan sangat membantu,5
keren bngt pokonya bisa bikin happy vt¹nya,5
Ya kalo gue juga bingung,5
mangkin lama mangkin berat dan lelet.,1
"tiktok bagus, dan isinya menarik, masalahnya satu, kenapa harus ada akun yang di blokir😭🙏, tapi sejauh ini tiktok emang bagus sih🙏🤍",5
"bagus sih bagus tapi saya udh bikin 4 akun malah ke blok gak atu masalh nya dari apa, perasaan gak punya salah ko mlh di blok saya udh muak kena blok terus yang ke 4 saya ke blk ( 04-08-2026 ) jam 11.30 pengikutnya udh banyak ko mlh di blok, udh bisa menghasilkan uang, live ko mlh di blok saya kapok semoga akun saya bisa kembali lagii tolong kembalikan aku saya plisss, saya sangat butuhh akun ini",2
ikh tiktok sekarang udh error kali masa tiba tiba aku saya di blokir gitu ajah Tampa ada nya pelanggaran yang saya langgar trus lagi aneh nya nyeleneh harus nyah udah jatoh ajh nih tiktok makin ke sini makin gak jls,1
"lama banget login ke tik tok buat saya nungguin lama,harus pencet tanda hapus, gabisa login padahal sinyal bagus saya kurangin Bintang nya",2
cukup menghibur,5
kok aku engga bisa ngecht org lain lagi kenapa yaa,1
"bukan aplikasi khusus ecomers tapi maksa orang pake kranjang kuning, dengan potongan yang sangat besar, dikit"" nge ban orang dikit"" blokir orang",1
apk sering tbtb gabisa dibuka,5
sangat bermanfaat bagi tiktokers,5
lambat oo,4
vn kok GK ada,5
membuat diri saya menjadi viral dan banyak orang yang nonton dan banyak orang yang komentar,5
sangat membantu sekali,5
setiap bikin akunya pasti keblokkir,2
tolong turungin sedikit MB yah kak soalyaa aplikasi ini banyak menguras penyimpanan secepatnya yah kak,3
"aplikasi babi, aku top-up koin dana sudah di bayarkan coin sampai saat ini malah kosong😡😡 gimana ini responnya 😡",1
bagus,5
tiktok sangat menyenangkan dan live nya tida kaya aplikasi yg lain,5
seru eyy,5
"gimana sih maksud peraturan yg dimiliki sama tiktok soal live?????? orang live biasa malah kena banned sampe bertahun tahun, ehh pas ada orang live yang ngarah ke 21+ malah kaga pernah kena pelanggaran. apa harus bugil dulu biar engga ke ban?? kocak kocakkkk",1
buatkan saya bisa voice di tiktok,5
Mantap sihh tapiii tiktok saya belum ada vn nya,5
good,5
bagus,5
"potongan gift terlalu besar, merugikan kami para host live",1
karena bisa menonton orang yang sedang live tapi tiktok lite tidak bisa,5
"Sadar wahai generasi penerus sadar orang tua sudah bekerja keras untuk 
kalian lalu kalian sekarang malah tiktokan Mulu pagi sampai malam gak tidur 
udah gak mau sholat ngaji dan lupa untuk mendoakan orang tua yg sudah 
berbanting tulang untuk kalian tapi kalian tidak pernah bersyukur 
astagfirullah😢😢😭",1
bagus,5
karena kalo beli paket di tiktok,5
mantap,4
aplikasih lopyo,5
saya bisa nonton sepuas nya😁😁,5
seru sekali wak,5
bagusss bgttt😖,5
one day my videos got 2 million views,5
bagus,5
akun tiktok saya lagi kena blokir,5
"bagus kata orng"" aplikasinya bisa ngasilin duit tapi saya gabisa ngasilin nya:(",5
lebih suka tik tok ini.,5
bagus,5
Bagus,5
pestinya ini sosmed terbaik,5
kirain ada video yang yang tidak pake data,1
bgus,5
aplikasi nya bagusss plc adainn fitur pesan suaraaaa 😭😭,5
Akun ku di blokir ih gak ada peringatan,3
"sistem gajelas, akun gapernah komen atau posting yg ngelanggar aturan malah kena blokir permanen jadi gk bisa buat akun baru lagi karna itu",1
seruuu,5
good,5
Semua nya bagus,5
tiktok saya kadang GK bisa dibukak kaya GK bisa diloding atau GK bisa nonton,2
lag,1
"udh hampir 3x di download ulang lagi tiktok tapi gak bisa masuk"" ko jadi gini tiktok ???",1
aplikasi jadi tiktok nya bagus cumak saya gak suka di tiktok shop nya buat proses pengembalian dana nya gak jelas mending shope bagus jelas admin nya membantu kalo admin tiktok banyak cakap membantu kagak mending tolong di perbaiki lagi di tiktok shop nya min takut nanti ke lain kayak masalah saya,1
"adain translate di livenya min, kalo liat live idola saya yang di luar negri jadi ga ngerti",4
kenapa sekarang tiktok lemot banget loading nya yaa min,4
Mohon Di Hilangkan Di Pencarian Tiktok Yang Pencarian Nya itu Muncul Tentang Rasis Tentang Agama,5
tolong lah pihak tik tok yg live live berkata kasar itu di benahin masak kata kata kasar boleh di lihat publik ..,5
"This is all good, but please provide a quick feature to delete reposts with just one button. It's a shame that there are more than 10,000 reposts.",1
kenapa gada fitur toko,3
keren,5
aneh orang umur 17 kokkk gabisaa kirim pesan,1
"bagus tiktok ini tapi akun saya tidak bisa lagi kembali ,terus aplikasi lemot login nya hampir lima menitan lama banget sampai sayaain game",1
puas,5
sanggat bagus,5
sangat bagus sekali sampai² hp saya ngeleg total🗿😭😭😭🙏,5
sangat membantu bagi yg berpikir positif di media sosial,5
tolong kasih voice vn on mic 😊🙏,5
mantap👍,5
bagus,5
"updatenya makin jelek,g suka deh😍 pencarian jd oot semua, tampilan akunnya kek obesitas gt, g ska dech, gendut iwh, ilpil bgt",5
"plislah tiktok adain fitur hd upload , setiap saya mau upload foto atau video gambarnya selalu burem ga kayak di galeri, semoga di notice dan di perbaiki, kemudian ada bug lagi yaitu di ikon simpan atau masukin foto atau video tiktok ke favorit , setelah di pencet warnanya ga berubah jadi putih atau kuning jadi harus keluar atau pindah video lain dulu baru berubah warna",1
Bodoh,5
"tiktok ny gjls suka bannden akun orng ,pdhl mah ga ngapain²",3
"terlalu sensitif, ga ngapa-ngapain kena peringatan ga bisa Terima atau kirim pesan, ga jelas nih aplikasi.",1
bagus,5
baguss,5
"nyesel kemarin di update ke versi terbaru, setelah update, saya beres live game kembali lagi ke tiktok malah di tampilan beranda bukan di tampilan live game, dan saya nge live Berjam jam di acara live game honor of Kings, point nyah tidak masuk, padahal tidak melanggar apapun dan wajah saya tampil di kamera . bener² parah ini versi baru",1
lumayan bagus kita juga bisa menghapus riwayat tontonan kita,4
tiktok tempat ajang sirahturahmi,5
aku kasih bintang lima karna aplikasinya bagus banget bisa menghibur yang lagi bosen,5
lama2 bikin jengkel. tiap buka ni apk tiba2 keluar sendiri mana lemot bgt. udah di update bahkan aku hapus dan download lagi tp ttp aja suka keluar sendiri,3
Bagus aku suka,5
apk paaling mnghibur,5
"log pencarian aneh, dak jelas, merugikan",1
"kecewa sma tiktok,tikton ny sring lemot dan ngebug' dri kemarin tiktok saya tidak bisa dibuka.kalau dibuka langsung terkeluarkan dari apk",1
bagus bagus bagus bagus,5
"aku di tiktok ini awalnya ngelag gak bisa digerakin, cuman sekarang aku mencoba lagi lahh siapa tau nggak lag lagi",3
sangat menarik,5
"sering kena pelanggaran live di bawah umur, padahal gua uda legal. mana bukan sekali duakali tapi berkali-kali, jujur kecewa si sama tiktok",1
"banyak banget jalan menghasilkan cuan di tik tok... sangat recommended untuk d download di setiap hp. jalur manapun mesti sabar, yg penting real uang bisa di tarik",5
aplikasi ini bagus banget apa lagi mau nyari video pasti Nemu di tiktok fans terberatku juga di tiktok pokoknya tiktok memang yang terbaik😆😆😘,5
tiktok tolong hapus drama mininya karna itu sangat tidak baik untuk anak di bawa umr jika ingin adaa drama mini maka ubah batas umur yang boleh hanya anak untuk anak umur 20++,3
tiktok ini di hp aku lelet kdang sering buat kesel karena klo main apk tiktok kadang keluar masuk trs,2
saya kasih 3 bintang⭐ soalnya aplikasinya lelet kadang keluar sendiri,3
sangat membantu,4
tolong update semuanya,5
"maaf ini sebagai saran saja untuk update kedepannya. hanya minor tetapi mungkin bermanfaat untuk sebagian user seperti aku. tolong agar fitur dark mode, direvisi lagi agar menyeluruh dengan layar omoled. yaitu benar-benar hitam/true dark background dll. aku kira dark mode di tiktok udah menyeluruh tetapi tidak. aku buka komentar background nya masih abu-abu",5
menarik sekali,5
Gabut,5
🏆,5
aplikasinya makin update makin ngebag mental terus bikin ga nyaman.. tolong perbaiki,3
Berbahaya bisa merusak mental otak gegara algoritma nya! Kalau hanya 1 saja penasaran dengan sebuah video lalu suka dan ditonton sampai selesai nanti FYP nya langsung berubah seketika bersliweran tentang topik serupa yang barusan ditonton!,1
makin kesini aplikasinya ngga bagus sekarang banyak banget peraturannya,1
"sistem tautkan dana perbaikin, udah ditautin pas balik CO payment malah suruh tautin lagi",2
bagus tapi kebanyakan ram hpku bisa meledak,3
sangagat bagus,4
bagus,5
semangat,5
ini bisa gosip tapi di tiktok jadi kalo di cek sama temen yang gak punya tiktok yaa dia gak tau kita gosipin dia lewat mana,5
sayang skg stp mau chek out barang scr cod sulit n sllu gagal,5
sumpahhh ini lemot bagtttt,2
"baru tahun kedua pake udah ngebug gakbisa dibuka baru mau masuk keluar sendiri, padahal memorinya udh kosong‼️‼️",3
kurang bagus,1
plis kembalikan akun ku padahal dia mengeluarkan jari telunjuknya bukan jari tengahnya,5
bila voice ada min yang tengah viral itu hehe,5
titok lembot baru lihat lag tiba tiba keluar sendiri 😡😡 hapus aja Kalo terus lembot,1
mantap,5
"bagus gue suka, bisa nonton banyak video terus bisa juga upload video kita, makasih buat developer nya ya",5
terpopuler,5
lag parah bikin emosi aja,1
terbaiiiiiiiikkkkkk,5
𝐬𝐞𝐫𝐢𝐮𝐮𝐮𝐮𝐮𝐮𝐮,5
Aplikasi kereeenn,5
tiktok kluar2 mulu 😏,1
ok banget,4
sangat baik,5
"komentar orang lain di vt saya tidak muncul, sudah saya coba segala cara tetap tidak bisa...tolong perbaiki ini",3
ko elor Mulu tiap mau masuk,3
"terlalu banyak update dan slalu error apk nya,tolong jangan update setiap hari dan apk nya jadi lemot",1
ok bagus,5
"sungguh sangat buruk dalam memilih komentar atau postingan vidio ,komentar biasa pun di kenai pelanggaran sedangkan yg sarkas selalu lolos ,vidio pulgar selallu lolos tapi vidio yg saya buat pasti kena pelanggaran padahal vidio biasa saja heran dengan admin tiktok ini ,mana harus update berapa kali",1
sangat bervariasi,5
bagus waras,5
sangat bagus,5
buatkan fitur opsi hapus pada bagian baru saja dihapus agar tidak perlu menunggu 30 hari,4
aplikasi yg bagus tp terkadang sering lemot walau kuota masih banyak,4
ga bisa kirim foto,5
"oi tiktok, bisa ga si font di andro ini lebih kecil lgi kaya ip sesuai gtu loh, ini udah dikecilin masi keliatan gede",4
ram 8 giga kok masih lemot ...aplikasinya makin kesini makin lemot apalagi saat menabahkan kranjang,3
karena bagus,5
"terimakasih sudah membuat hati ""menjadi bahagia",5
bagus,5
aplikasi nya hp ku suka ngeleg,3
bagus dan seru,5
puas,5
sangat bagus dan fyp nya seru,5
mantap,3
tayangannya sangat ptogresif dan tanyangannya update,5
aplikasi tiktok mudah gampang buat hiburan dan lainnya,5
akun tik tok saya tidak liat akun tik tok sop,5
aplikasiny lemot bgt.,1
kenapa efek di tiktok lite ini terbatas..coba sama kayak tiktok biasa nya jadi kan seru,5
tidak bisa di downlowd😞,1
mantaap,5
mantap,5
setiap buka aplikasi nya suka lemot trus,4
"tiktok sekarang buruk dan GK bagus, sinyal baguspun tetap loading emang dasar tiktok ya, makin kesini makin buruk🤦",1
tiktok saya sering eror knapa ya,5
😠😠,3
"Tiktok, kenapa gw gak bisa nge dm temen? Padahal cuman bilang good morning tapi malah dibilang melanggar aturan komunitas, TAPI PAS TEMEN YANG BILANG BISA? LAU NGAPE MPRUY",1
Dulu ada pay laters sekarang malah menghilang fitur pay laters nya,1
Tolong dong ini kenapa setiap saya buka aplikasi tik tok tidak ada suaranya masa harus setiap hari restart hp Mulu,1
"tiktok ini bagus, tapi sy tdk bisa live",5
kenapa video saya tidak pernah masuk fyp?,3
ini aplikasi yang. Penting,2
kadang kadang walaupun udah ada tombol live tapi gak bisa dipencet nunggu 30 hari baru bisa dasar tiktok aneh,1
tolong lah tiktok hapus aja akun yang pakai pp boboiboy itu merusak semua agama dan pencermanaan nama baik agama,1
buat nonton sosomed,5
kenapa paylater gk bsa d buka waktu pmbayaran,3
tiktok buat aku penting karena kalau tidak ada tiktok aku kesepian,5
promo paylater masih mahal,1
"TikTok membuat hari"" saya menjadi lebih Berwarna, Thank You TikTok 👈👍💐",5
.bagus Tapi d HP ku loading nya lama ya,5
yg terbaik,5
SANGAT BURUK,1
baik,5
"semua oke aja si, cuman bisa dibikin fitur buat ngatur flash kamera depan gak? jadi kek bisa foto atau video tanpa flash atau dengan flash, agak menganggu juga gitu menurutku, jadi lebih baik tambahin fitur on/off flash, makasihh",5
apalah gak bisa di download,1
lama ngedownload nya,1
"knp tiktok makin di update makin lemot sih suka keluar sendiri,ngeleg bikin emosi ajaaaa tolong dong di perbaiki keganggu banget kayak gni.",1
sangat menhibur diri saya,5
"Showcase affiliate selalu hilang sendiri. efeknya akun dibatasi, poin berkurang dan tidak bisa jualan. Aneh... yg menghilangkan siapa yg kena sanksi kami. Dan selalu dianggap menampilkan produk yg engga relevan dgn promo, apa memang engga kelihatan yah speaker segede gitu?",1
Aneh gak bisa di pakek dari tadi ngepris² jadi nya hp gw,1
apakah mungkin?,5
seru dan ga bosan bosan,5
paan si tt search tiktok ngebug suaranya,1
apk sampah ngframe melulu padahal hp bagus sinyal bagus tetep aja ngeframe udh berapa kali riset data coba,1
bisa vn,5
kenapa sih kok dikit dikit kena pelanggaran terus mohon di perbaiki tiktok,1
Tiktok palsu Tidak adalah sekarang Saya tidak Suka sudah keluar terus,1
"min, kenapa tiktok saya gak ada fitur posting ulang nya pdhal akun saya sudah lama, dulu sempet ada sekarang ilang lagi fitur itu, parah bgt dah",1
ada sedikit kendala terkadang video yang beresolusi rendah tapi bikin jaringan saya leg padahal sinyal bagus,1
bagus,5
sagat puas,5
mantap dan kasih banyak pengelihatan,5
oke,5
"paylaternya nggak recommended, terlambat pembayaran seminggu saja 80riibuuuuu buset.",1
pencarian eror mau nyari evod malh yang nongol pulpen aneh Kon .. perbaiki lagi aja pusing saya tiktok aneh,1
"saya kasih bintang 4 dulu,entar klo tambah bagus saya kasih bintang 5",4
menambah wawasan dan pengalaman,3
mantap,5
bagus,5
ok keren banget,5
"kurang suka sm sistem protect privacy profilnya, sudah di setting up ttp bs ke ubah otomatis sndri",1
bagus,5
jadi males gua top up koin niat hati mau bantuin streamer live tiktok suport dia mlhn gua beli koin 70 mlhn gk kunjung tiba koin dasar aneh di perbarui tu sistem lu .. apa mau bukti bnyk nih bukti gua dri mulai mbanking google play hingga saldo gua saat ini jam 23:56 msh kosong blm perbarui sistem ny jelek tiktok klo pembelian pake qris najisin,1
seru,5
kenapa layanan COD saya gak bisa pesen kenapa d matiin orang mau pesen jadi susah😞😞😞😞😞,1
perbaiki tim admin kalian jika tidak akan hancur apk tiktok ini. video saya uploud di semua media sosial ga ada masalah di tiktok asal hapus. Lu kira apk lu bisa hidup tanpa konten kreator,1
